id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
50,Mefinal Tablet,Nyeri & Demam,12000.0,177,Asam Mefenamat 500mg,Nyeri dan radang; Gejala: nyeri haid; sakit gigi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Asam Mefenamat 500mg,Nyeri dan radang; nyeri haid; sakit gigi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi lambung,2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/ef4444?text=Mefinal+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
51,Antalgin Tablet,Nyeri & Demam,5000.0,240,Metampiron 500mg,"Nyeri hebat, sakit gigi parah; Gejala: sakit gigi parah; nyeri hebat",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Metampiron 500mg,"Nyeri hebat, sakit gigi parah; sakit gigi parah; nyeri hebat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Agranulositosis (jarang),2028-12-31,Tablet,https://placehold.co/400x300/f8fafc/ef4444?text=Antalgin+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
52,Fimestan Strip 4s,Nyeri & Demam,10000.0,412,Ibuprofen 400mg,"Nyeri haid berat, nyeri sendi; Gejala: nyeri haid berat; nyeri sendi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ibuprofen 400mg,"Nyeri haid berat, nyeri sendi; nyeri haid berat; nyeri sendi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Nyeri lambung,2029-01-15,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Fimestan+Strip+4s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
53,Feminax Strip 4s,Nyeri & Demam,15000.0,473,"Paracetamol 500mg, Hyoscine Butylbromide 10mg",Nyeri haid dengan kram; Gejala: kram haid; nyeri haid dengan kram,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol 500mg, Hyoscine Butylbromide 10mg",Nyeri haid dengan kram; kram haid; nyeri haid dengan kram; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Mulut kering, mengantuk",2026-12-31,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Feminax+Strip+4s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
54,Dolgesic Tablet,Nyeri & Demam,12000.0,190,Piroxicam 10mg,"Nyeri sendi, rematik ringan (OTC di banyak apotek); Gejala: rematik; nyeri sendi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Piroxicam 10mg,"Nyeri sendi, rematik ringan (OTC di banyak apotek); rematik; nyeri sendi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Nyeri lambung,2029-01-15,Tablet,https://placehold.co/400x300/f8fafc/ef4444?text=Dolgesic+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
55,Neuralgin Tablet,Nyeri & Demam,18000.0,181,"Vitamin B1, B6, B12","Nyeri saraf, kesemutan, pegal linu; Gejala: kesemutan; nyeri saraf; pegal",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin B1, B6, B12","Nyeri saraf, kesemutan, pegal linu; kesemutan; nyeri saraf; pegal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2028-12-31,Tablet,https://placehold.co/400x300/f8fafc/ef4444?text=Neuralgin+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
56,OBH Combi Batuk Berdahak Menthol,Obat Batuk,22000.0,465,"Succus liquiritiae, Paracetamol, Ephedrine",Batuk berdahak; Gejala: batuk berdahak; dahak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Succus liquiritiae, Paracetamol, Ephedrine",Batuk berdahak; batuk berdahak; dahak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2029-01-15,Produk,/medicines/OBH Combi Batuk Berdahak Menthol.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
57,OBH Combi Batuk Berdahak Jahe,Obat Batuk,22000.0,460,"Succus liquiritiae, Jahe, Paracetamol",Batuk berdahak hangat; Gejala: batuk berdahak; jahe,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Succus liquiritiae, Jahe, Paracetamol",Batuk berdahak hangat; batuk berdahak; jahe; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2028-12-31,Produk,/medicines/OBH Combi Batuk Berdahak Jahe.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
58,OBH Combi Batuk Flu Anak,Obat Batuk,18000.0,366,"Succus liquiritiae, CTM, Paracetamol, Glycerine",Batuk flu anak; Gejala: batuk anak; flu anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Succus liquiritiae, CTM, Paracetamol, Glycerine",Batuk flu anak; batuk anak; flu anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2028-12-31,Produk,/medicines/OBH Combi Batuk Flu Anak.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
59,OBH Combi Batuk Flu Dewasa,Obat Batuk,25000.0,267,"Succus liquiritiae, Paracetamol, Ephedrine, CTM",Batuk flu dewasa; Gejala: batuk flu; flu dewasa,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Succus liquiritiae, Paracetamol, Ephedrine, CTM",Batuk flu dewasa; batuk flu; flu dewasa; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2028-12-31,Produk,/medicines/OBH Combi Batuk Flu Dewasa.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
60,Woods Peppermint Expectorant 60ml,Obat Batuk,28000.0,342,"Guaifenesin, Bromhexine",Batuk berdahak; Gejala: batuk berdahak; dahak kental,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Guaifenesin, Bromhexine",Batuk berdahak; batuk berdahak; dahak kental; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual ringan,2028-03-15,Produk,/medicines/Woods Peppermint Expectorant 60ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
61,Woods Peppermint Expectorant 100ml,Obat Batuk,40000.0,409,"Guaifenesin, Bromhexine",Batuk berdahak; Gejala: batuk berdahak; ekspektoran,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Guaifenesin, Bromhexine",Batuk berdahak; batuk berdahak; ekspektoran; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual ringan,2028-03-15,Produk,/medicines/Woods Peppermint Expectorant 100ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
62,Woods Antitussive 60ml,Obat Batuk,29000.0,478,"Dextromethorphan, Guaifenesin",Batuk kering; Gejala: batuk kering; gatal tenggorokan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dextromethorphan, Guaifenesin",Batuk kering; batuk kering; gatal tenggorokan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2028-12-31,Produk,/medicines/Woods Antitussive 60ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
63,Woods Antitussive 100ml,Obat Batuk,42000.0,138,"Dextromethorphan, Guaifenesin",Batuk kering kemasan besar; Gejala: batuk kering,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dextromethorphan, Guaifenesin",Batuk kering kemasan besar; batuk kering; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2028-12-31,Produk,/medicines/Woods Antitussive 100ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
64,Siladex Mucolytic & Expectorant 60ml,Obat Batuk,22000.0,359,"Bromhexine, Guaifenesin",Batuk berdahak bebas gula; Gejala: batuk berdahak; bebas gula,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Bromhexine, Guaifenesin",Batuk berdahak bebas gula; batuk berdahak; bebas gula; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual,2028-03-15,Produk,/medicines/Siladex Mucolytic & Expectorant 60ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
65,Siladex Antitussive 60ml,Obat Batuk,22000.0,119,Dextromethorphan,Batuk kering bebas gula; Gejala: batuk kering; bebas gula,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Dextromethorphan,Batuk kering bebas gula; batuk kering; bebas gula; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2028-03-15,Produk,/medicines/Siladex Antitussive 60ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
66,Siladex Cough & Cold,Obat Batuk,23000.0,454,"Bromhexine, Paracetamol, Phenylephrine",Batuk dan flu; Gejala: batuk flu; pilek,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Bromhexine, Paracetamol, Phenylephrine",Batuk dan flu; batuk flu; pilek; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2028-03-15,Produk,/medicines/Siladex Cough & Cold.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
67,Siladex Flu,Obat Batuk,23000.0,404,"Paracetamol, Phenylephrine, CTM",Flu dan batuk ringan; Gejala: flu; batuk ringan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol, Phenylephrine, CTM",Flu dan batuk ringan; flu; batuk ringan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2028-12-31,Produk,/medicines/Siladex Flu.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
68,Komix OBH Sachet,Obat Batuk,1500.0,145,"Dextromethorphan, Glycyrrhiza",Batuk ringan praktis; Gejala: batuk ringan; batuk sachet,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dextromethorphan, Glycyrrhiza",Batuk ringan praktis; batuk ringan; batuk sachet; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2027-06-30,Sachet,/medicines/Komix OBH Sachet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
69,Komix Peppermint Sachet,Obat Batuk,1500.0,368,"Dextromethorphan, Menthol",Batuk dengan sensasi dingin; Gejala: batuk gatal; peppermint,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dextromethorphan, Menthol",Batuk dengan sensasi dingin; batuk gatal; peppermint; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2029-01-15,Sachet,/medicines/Komix Peppermint Sachet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
70,Komix Jeruk Nipis Sachet,Obat Batuk,1500.0,114,"Dextromethorphan, Citrus Limon Extract",Batuk rasa jeruk nipis; Gejala: batuk jeruk nipis; batuk sachet,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dextromethorphan, Citrus Limon Extract",Batuk rasa jeruk nipis; batuk jeruk nipis; batuk sachet; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2026-12-31,Sachet,/medicines/Komix Jeruk Nipis Sachet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
71,Komix Jahe Sachet,Obat Batuk,1500.0,186,"Dextromethorphan, Jahe Extract",Batuk rasa jahe hangat; Gejala: batuk jahe; tenggorokan hangat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dextromethorphan, Jahe Extract",Batuk rasa jahe hangat; batuk jahe; tenggorokan hangat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2028-12-31,Sachet,/medicines/Komix Jahe Sachet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
72,Komix Herbal Sachet,Obat Batuk,2500.0,436,"Dextromethorphan, Madu, Propolis",Batuk herbal madu; Gejala: batuk herbal madu; batuk anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dextromethorphan, Madu, Propolis",Batuk herbal madu; batuk herbal madu; batuk anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2026-12-31,Sachet,/medicines/Komix Herbal Sachet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
73,Komix Botol 120ml,Obat Batuk,35000.0,389,"Dextromethorphan, Guaifenesin",Batuk kemasan botol; Gejala: batuk; ekonomis,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dextromethorphan, Guaifenesin",Batuk kemasan botol; batuk; ekonomis; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2027-06-30,Produk,/medicines/Komix Botol 120ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
74,Komix Box 50s,Obat Batuk,55000.0,88,"Dextromethorphan, Guaifenesin",Batuk isi banyak; Gejala: batuk; stok,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dextromethorphan, Guaifenesin",Batuk isi banyak; batuk; stok; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2029-01-15,Produk,/medicines/Komix Box 50s.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
75,Laserin Sirup 30ml,Obat Batuk,12000.0,272,"Jahe Merah, Cengkeh, Daun Sirih",Batuk herbal; Gejala: batuk herbal; jahe merah,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Jahe Merah, Cengkeh, Daun Sirih",Batuk herbal; batuk herbal; jahe merah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2029-01-15,Sirup,/medicines/Laserin Sirup 30ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
76,Laserin Botol 30ml,Obat Batuk,12000.0,146,"Jahe Merah, Cengkeh",Batuk ringan herbal; Gejala: batuk herbal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Jahe Merah, Cengkeh",Batuk ringan herbal; batuk herbal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Produk,/medicines/Laserin Botol 30ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
77,Laserin Sirup 110ml,Obat Batuk,35000.0,200,"Jahe Merah, Cengkeh, Daun Sirih",Batuk herbal kemasan besar; Gejala: batuk herbal besar,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Jahe Merah, Cengkeh, Daun Sirih",Batuk herbal kemasan besar; batuk herbal besar; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Sirup,/medicines/Laserin Sirup 110ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
78,Bisolvon Tablet,Obat Batuk,25000.0,197,Bromhexine HCl 8mg,Mengencerkan dahak kental; Gejala: dahak kental; bronkitis,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bromhexine HCl 8mg,Mengencerkan dahak kental; dahak kental; bronkitis; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual ringan,2028-03-15,Tablet,/medicines/Bisolvon Tablet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
79,Bisolvon Strip 10s,Obat Batuk,18000.0,436,Bromhexine HCl 8mg,Mengencerkan dahak; Gejala: dahak kental,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bromhexine HCl 8mg,Mengencerkan dahak; dahak kental; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual ringan,2028-03-15,Produk,/medicines/Bisolvon Strip 10s.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
80,Bisolvon Extra Sirup 60ml,Obat Batuk,42000.0,119,Bromhexine HCl,Mengencerkan dahak anak; Gejala: dahak anak; batuk berdahak anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bromhexine HCl,Mengencerkan dahak anak; dahak anak; batuk berdahak anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual,2029-01-15,Sirup,/medicines/Bisolvon Extra Sirup 60ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
81,Bisolvon Solution 50 ml,Obat Batuk,55000.0,100,Bromhexine HCl (tetes/solution),Dahak sangat kental bayi/dewasa; Gejala: dahak pekat; batuk sulit,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bromhexine HCl (tetes/solution),Dahak sangat kental bayi/dewasa; dahak pekat; batuk sulit; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual,2026-12-31,Produk,/medicines/Bisolvon Solution 50 ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
82,Vicks Formula 44 Sirup 54ml,Obat Batuk,25000.0,497,"Dextromethorphan, Doxylamine",Batuk kering malam; Gejala: batuk malam; batuk kering,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dextromethorphan, Doxylamine",Batuk kering malam; batuk malam; batuk kering; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2027-06-30,Sirup,/medicines/Vicks Formula 44 Sirup 54ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
83,Vicks Formula 44 Anak Sirup 27ml,Obat Batuk,14000.0,161,Dextromethorphan,Batuk kering anak; Gejala: batuk anak kering,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Dextromethorphan,Batuk kering anak; batuk anak kering; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2028-12-31,Sirup,/medicines/Vicks Formula 44 Anak Sirup 27ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
84,Konidin Tablet,Obat Batuk,5000.0,281,"Guaifenesin, Dextromethorphan, CTM",Batuk alergi; Gejala: batuk alergi; gatal tenggorokan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Guaifenesin, Dextromethorphan, CTM",Batuk alergi; batuk alergi; gatal tenggorokan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sangat mengantuk,2029-01-15,Tablet,/medicines/Konidin Tablet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
85,Konidin Sirup,Obat Batuk,18000.0,202,"Guaifenesin, Dextromethorphan, CTM",Batuk alergi sirup; Gejala: batuk alergi sirup,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Guaifenesin, Dextromethorphan, CTM",Batuk alergi sirup; batuk alergi sirup; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sangat mengantuk,2028-12-31,Sirup,/medicines/Konidin Sirup.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
86,Konidin OBH Sirup,Obat Batuk,19000.0,210,"Succus liquiritiae, Ephedrine, CTM",Batuk berdahak dengan alergi; Gejala: batuk berdahak alergi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Succus liquiritiae, Ephedrine, CTM",Batuk berdahak dengan alergi; batuk berdahak alergi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2028-03-15,Sirup,/medicines/Konidin OBH Sirup.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
87,Actifed Kuning (Sirup),Obat Batuk,65000.0,87,"Triprolidine, Pseudoephedrine","Pilek alergi, hidung meler; Gejala: pilek alergi; hidung meler",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Triprolidine, Pseudoephedrine","Pilek alergi, hidung meler; pilek alergi; hidung meler; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Mengantuk, berdebar",2027-06-30,Sirup,/medicines/Actifed Kuning (Sirup).webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
88,Actifed Hijau (Expectorant),Obat Batuk,68000.0,79,"Triprolidine, Pseudoephedrine, Guaifenesin",Batuk berdahak dengan pilek; Gejala: batuk berdahak pilek; ekspektoran,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Triprolidine, Pseudoephedrine, Guaifenesin",Batuk berdahak dengan pilek; batuk berdahak pilek; ekspektoran; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Mengantuk, berdebar",2028-03-15,Produk,/medicines/Actifed Hijau (Expectorant).webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
89,Actifed Merah (Cough Suppressant),Obat Batuk,68000.0,85,"Triprolidine, Pseudoephedrine, Dextromethorphan",Batuk kering dengan pilek; Gejala: batuk kering pilek,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Triprolidine, Pseudoephedrine, Dextromethorphan",Batuk kering dengan pilek; batuk kering pilek; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Mengantuk, berdebar",2029-01-15,Produk,/medicines/Actifed Merah (Cough Suppressant).webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
